documento,numero,fecha,grupo1,tipo,pedido,numpedido
18006078,25.74,23/08/18,MANUEL ATIENZA,Factura,Pedido,19705
18006079,163.49,23/08/18,MANUEL ATIENZA,Factura,Pedido,18069
18006080,17.50,23/08/18,MANUEL ATIENZA,Factura,Pedido,18597
18006081,163.98,23/08/18,MANUEL ATIENZA,Factura,Pedido,19579
18005805,484.50,13/08/18,MANUEL ATIENZA,Factura,Pedido,20616
18004176,335.84,14/06/18,MANUEL ATIENZA,Factura,Pedido,16547
18004177,130.03,14/06/18,MANUEL ATIENZA,Factura,Pedido,19574
18004178,456.26,14/06/18,MANUEL ATIENZA,Factura,Pedido,18462
18003790,1005.51,31/05/18,MANUEL ATIENZA,Factura,Pedido,18462
18003789,124.85,31/05/18,MANUEL ATIENZA,Factura,Pedido,19574
18003788,3081.53,31/05/18,MANUEL ATIENZA,Factura,Pedido,16547
18003787,568.32,31/05/18,MANUEL ATIENZA,Factura,Pedido,18335
18003786,239.24,31/05/18,MANUEL ATIENZA,Factura,Pedido,16571
18003785,1459.42,31/05/18,MANUEL ATIENZA,Factura,Pedido,19802
18003784,116.86,31/05/18,MANUEL ATIENZA,Factura,Pedido,18971
18003783,497.56,31/05/18,MANUEL ATIENZA,Factura,Pedido,19794
18003782,207.88,31/05/18,MANUEL ATIENZA,Factura,Pedido,15507
18003781,198.46,31/05/18,MANUEL ATIENZA,Factura,Pedido,19994
18003780,177.14,31/05/18,MANUEL ATIENZA,Factura,Pedido,18470
18003779,1602.87,31/05/18,MANUEL ATIENZA,Factura,Pedido,16567
18003778,157.66,31/05/18,MANUEL ATIENZA,Factura,Pedido,18488
18003777,357.13,31/05/18,MANUEL ATIENZA,Factura,Pedido,19381
18009565,22.46,20/12/18,MANUEL ATIENZA,Factura,Pedido,17281
18009566,474.88,20/12/18,MANUEL ATIENZA,Factura,Pedido,18462
18006853,23.23,20/09/18,MANUEL ATIENZA,Factura,Pedido,19091
18000528,676.52,25/01/18,MANUEL ATIENZA,Factura,Pedido,18335
18005909,98.34,16/08/18,MANUEL ATIENZA,Factura,Pedido,19579
18000529,32.35,25/01/18,MANUEL ATIENZA,Factura,Pedido,16547
18005910,1073.96,16/08/18,MANUEL ATIENZA,Factura,Pedido,20155
18009567,557.94,20/12/18,MANUEL ATIENZA,Factura,Pedido,20408
18000530,140.17,25/01/18,MANUEL ATIENZA,Factura,Pedido,19574
18007334,202.45,08/10/18,MANUEL ATIENZA,Factura,Pedido,20616
18000531,169.72,25/01/18,MANUEL ATIENZA,Factura,Pedido,18462
18000532,388.48,25/01/18,MANUEL ATIENZA,Factura,Pedido,20408
18007339,195.01,11/10/18,MANUEL ATIENZA,Factura,Pedido,20258
18007341,125.94,11/10/18,MANUEL ATIENZA,Factura,Pedido,19579
18003638,271.05,31/05/18,MANUEL ATIENZA,Factura,Pedido,20616
18003635,105.00,29/05/18,MANUEL ATIENZA,Factura,Pedido,20616
18003631,160.56,28/05/18,MANUEL ATIENZA,Factura,Pedido,19994
18009710,27.12,27/12/18,MANUEL ATIENZA,Factura,Pedido,20362
18006852,64.50,20/09/18,MANUEL ATIENZA,Factura,Pedido,19415
18006851,210.29,20/09/18,MANUEL ATIENZA,Factura,Pedido,18358
18006850,282.11,20/09/18,MANUEL ATIENZA,Factura,Pedido,18310
18009709,49.03,27/12/18,MANUEL ATIENZA,Factura,Pedido,19802
18006849,191.08,20/09/18,MANUEL ATIENZA,Factura,Pedido,20155
18009708,8063.16,27/12/18,MANUEL ATIENZA,Factura,Pedido,15507
18009604,145.49,20/12/18,MANUEL ATIENZA,Factura,Pedido,18137
18009707,294.94,27/12/18,MANUEL ATIENZA,Factura,Pedido,19994
18009559,136.75,20/12/18,MANUEL ATIENZA,Factura,Pedido,18971
18009560,2264.40,20/12/18,MANUEL ATIENZA,Factura,Pedido,19802
18009561,93.61,20/12/18,MANUEL ATIENZA,Factura,Pedido,16571
18000507,7.11,25/01/18,MANUEL ATIENZA,Factura,Pedido,20207
18000508,302.38,25/01/18,MANUEL ATIENZA,Factura,Pedido,18018
18009562,4276.38,20/12/18,MANUEL ATIENZA,Factura,Pedido,18335
18009563,156.19,20/12/18,MANUEL ATIENZA,Factura,Pedido,16547
18000509,278.73,25/01/18,MANUEL ATIENZA,Factura,Pedido,17445
18000510,130.88,25/01/18,MANUEL ATIENZA,Factura,Pedido,17826
18000511,709.53,25/01/18,MANUEL ATIENZA,Factura,Pedido,18069
18000512,54.92,25/01/18,MANUEL ATIENZA,Factura,Pedido,18597
18000513,140.34,25/01/18,MANUEL ATIENZA,Factura,Pedido,19579
18000514,139.65,25/01/18,MANUEL ATIENZA,Factura,Pedido,20155
18000515,41.17,25/01/18,MANUEL ATIENZA,Factura,Pedido,18553
18000516,472.37,25/01/18,MANUEL ATIENZA,Factura,Pedido,18310
18000517,444.57,25/01/18,MANUEL ATIENZA,Factura,Pedido,18358
18000518,48.98,25/01/18,MANUEL ATIENZA,Factura,Pedido,19415
18000519,25.34,25/01/18,MANUEL ATIENZA,Factura,Pedido,20124
18000520,37.86,25/01/18,MANUEL ATIENZA,Factura,Pedido,19091
18000521,1820.40,25/01/18,MANUEL ATIENZA,Factura,Pedido,17880
18000522,388.47,25/01/18,MANUEL ATIENZA,Factura,Pedido,19381
18000523,688.23,25/01/18,MANUEL ATIENZA,Factura,Pedido,16567
18000524,380.13,25/01/18,MANUEL ATIENZA,Factura,Pedido,19794
18000525,2.67,25/01/18,MANUEL ATIENZA,Factura,Pedido,19991
18000526,252.41,25/01/18,MANUEL ATIENZA,Factura,Pedido,19802
18000527,286.32,25/01/18,MANUEL ATIENZA,Factura,Pedido,16571
18009564,608.95,20/12/18,MANUEL ATIENZA,Factura,Pedido,20362
18005565,405.83,02/08/18,MANUEL ATIENZA,Factura,Pedido,17880
18005564,118.50,02/08/18,MANUEL ATIENZA,Factura,Pedido,19091
18005563,111.43,02/08/18,MANUEL ATIENZA,Factura,Pedido,20124
18005562,106.80,02/08/18,MANUEL ATIENZA,Factura,Pedido,18358
18005561,151.94,02/08/18,MANUEL ATIENZA,Factura,Pedido,18310
18005560,551.83,02/08/18,MANUEL ATIENZA,Factura,Pedido,20155
18005559,33.92,02/08/18,MANUEL ATIENZA,Factura,Pedido,18137
18002301,249.49,05/04/18,MANUEL ATIENZA,Factura,Pedido,20408
18002300,355.30,05/04/18,MANUEL ATIENZA,Factura,Pedido,18462
18002299,348.80,05/04/18,MANUEL ATIENZA,Factura,Pedido,19574
18002298,462.05,05/04/18,MANUEL ATIENZA,Factura,Pedido,16547
18002297,64.03,05/04/18,MANUEL ATIENZA,Factura,Pedido,20589
18002296,573.34,05/04/18,MANUEL ATIENZA,Factura,Pedido,18335
18002295,859.51,05/04/18,MANUEL ATIENZA,Factura,Pedido,16571
18002294,3184.60,05/04/18,MANUEL ATIENZA,Factura,Pedido,19802
18002293,71.71,05/04/18,MANUEL ATIENZA,Factura,Pedido,19780
18002292,242.32,05/04/18,MANUEL ATIENZA,Factura,Pedido,18971
18002291,3665.66,05/04/18,MANUEL ATIENZA,Factura,Pedido,19794
18002290,152.30,05/04/18,MANUEL ATIENZA,Factura,Pedido,18470
18002289,1312.94,05/04/18,MANUEL ATIENZA,Factura,Pedido,16567
18002288,649.20,05/04/18,MANUEL ATIENZA,Factura,Pedido,19381
18002287,118.82,05/04/18,MANUEL ATIENZA,Factura,Pedido,17880
18002286,17.51,05/04/18,MANUEL ATIENZA,Factura,Pedido,20124
18002285,39.56,05/04/18,MANUEL ATIENZA,Factura,Pedido,19415
18002284,780.79,05/04/18,MANUEL ATIENZA,Factura,Pedido,18358
18002283,45.06,05/04/18,MANUEL ATIENZA,Factura,Pedido,18310
18002282,427.41,05/04/18,MANUEL ATIENZA,Factura,Pedido,20155
18008934,40.12,29/11/18,MANUEL ATIENZA,Factura,Pedido,18400
18008933,471.92,29/11/18,MANUEL ATIENZA,Factura,Pedido,17826
18008932,380.80,29/11/18,MANUEL ATIENZA,Factura,Pedido,19420
18008931,927.33,29/11/18,MANUEL ATIENZA,Factura,Pedido,17445
18008930,196.84,29/11/18,MANUEL ATIENZA,Factura,Pedido,18018
18008929,874.77,29/11/18,MANUEL ATIENZA,Factura,Pedido,20616
18008928,20.73,29/11/18,MANUEL ATIENZA,Factura,Pedido,20207
18008296,32.76,08/11/18,MANUEL ATIENZA,Factura,Pedido,20207
18008297,340.46,08/11/18,MANUEL ATIENZA,Factura,Pedido,17445
18008298,273.73,08/11/18,MANUEL ATIENZA,Factura,Pedido,17826
18008299,137.84,08/11/18,MANUEL ATIENZA,Factura,Pedido,18400
18008300,107.86,08/11/18,MANUEL ATIENZA,Factura,Pedido,19705
18008301,338.02,08/11/18,MANUEL ATIENZA,Factura,Pedido,18069
18008302,493.84,08/11/18,MANUEL ATIENZA,Factura,Pedido,18597
18002344,120.89,12/04/18,MANUEL ATIENZA,Factura,Pedido,19991
18005578,10.62,02/08/18,MANUEL ATIENZA,Factura,Pedido,20408
18005577,181.19,02/08/18,MANUEL ATIENZA,Factura,Pedido,18462
18005576,139.23,02/08/18,MANUEL ATIENZA,Factura,Pedido,20362
18005575,400.73,02/08/18,MANUEL ATIENZA,Factura,Pedido,16547
18005574,39.67,02/08/18,MANUEL ATIENZA,Factura,Pedido,18335
18005573,1590.13,02/08/18,MANUEL ATIENZA,Factura,Pedido,16571
18005572,606.81,02/08/18,MANUEL ATIENZA,Factura,Pedido,19802
18005571,125.73,02/08/18,MANUEL ATIENZA,Factura,Pedido,18971
18005570,232.34,02/08/18,MANUEL ATIENZA,Factura,Pedido,19794
18005569,263.50,02/08/18,MANUEL ATIENZA,Factura,Pedido,18470
18005568,154.93,02/08/18,MANUEL ATIENZA,Factura,Pedido,16645
18005567,1734.68,02/08/18,MANUEL ATIENZA,Factura,Pedido,19835
18005566,346.11,02/08/18,MANUEL ATIENZA,Factura,Pedido,19381
18008319,426.31,08/11/18,MANUEL ATIENZA,Factura,Pedido,19574
18008320,1609.39,08/11/18,MANUEL ATIENZA,Factura,Pedido,18462
18008321,84.51,08/11/18,MANUEL ATIENZA,Factura,Pedido,20408
18005558,569.33,02/08/18,MANUEL ATIENZA,Factura,Pedido,19985
18005557,52.99,02/08/18,MANUEL ATIENZA,Factura,Pedido,16596
18005556,38.52,02/08/18,MANUEL ATIENZA,Factura,Pedido,19579
18005555,589.23,02/08/18,MANUEL ATIENZA,Factura,Pedido,19585
18005554,99.96,02/08/18,MANUEL ATIENZA,Factura,Pedido,18597
18005553,23.52,02/08/18,MANUEL ATIENZA,Factura,Pedido,18069
18005552,84.13,02/08/18,MANUEL ATIENZA,Factura,Pedido,18400
18005551,214.31,02/08/18,MANUEL ATIENZA,Factura,Pedido,17826
18005550,1353.52,02/08/18,MANUEL ATIENZA,Factura,Pedido,17445
18005549,27.12,02/08/18,MANUEL ATIENZA,Factura,Pedido,18018
18005548,93.02,02/08/18,MANUEL ATIENZA,Factura,Pedido,20207
18008361,593.56,12/11/18,MANUEL ATIENZA,Factura,Pedido,20616
18001469,1215.17,05/03/18,MANUEL ATIENZA,Factura,Pedido,17445
18001470,136.77,05/03/18,MANUEL ATIENZA,Factura,Pedido,19420
18001471,251.22,05/03/18,MANUEL ATIENZA,Factura,Pedido,17826
18001472,25.80,05/03/18,MANUEL ATIENZA,Factura,Pedido,17418
18005356,490.11,26/07/18,MANUEL ATIENZA,Factura,Pedido,20207
18005357,108.94,26/07/18,MANUEL ATIENZA,Factura,Pedido,18018
18005358,1301.09,26/07/18,MANUEL ATIENZA,Factura,Pedido,17445
18005359,815.69,26/07/18,MANUEL ATIENZA,Factura,Pedido,17826
18005360,207.55,26/07/18,MANUEL ATIENZA,Factura,Pedido,18400
18005361,17.50,26/07/18,MANUEL ATIENZA,Factura,Pedido,18597
18005362,181.99,26/07/18,MANUEL ATIENZA,Factura,Pedido,20676
18005363,278.94,26/07/18,MANUEL ATIENZA,Factura,Pedido,16596
18002135,690.01,05/04/18,MANUEL ATIENZA,Factura,Pedido,20599
18002281,32.50,05/04/18,MANUEL ATIENZA,Factura,Pedido,18137
18002280,89.91,05/04/18,MANUEL ATIENZA,Factura,Pedido,18905
18002279,680.16,05/04/18,MANUEL ATIENZA,Factura,Pedido,18088
18002278,118.45,05/04/18,MANUEL ATIENZA,Factura,Pedido,19579
18002277,78.63,05/04/18,MANUEL ATIENZA,Factura,Pedido,18597
18002276,129.83,05/04/18,MANUEL ATIENZA,Factura,Pedido,18069
18002275,15.60,05/04/18,MANUEL ATIENZA,Factura,Pedido,19705
18002274,12.77,05/04/18,MANUEL ATIENZA,Factura,Pedido,17170
18002273,336.42,05/04/18,MANUEL ATIENZA,Factura,Pedido,17826
18002272,332.79,05/04/18,MANUEL ATIENZA,Factura,Pedido,19420
18002271,28.63,05/04/18,MANUEL ATIENZA,Factura,Pedido,17445
18002270,94.79,05/04/18,MANUEL ATIENZA,Factura,Pedido,18018
18008303,13.13,08/11/18,MANUEL ATIENZA,Factura,Pedido,18905
18008304,179.20,08/11/18,MANUEL ATIENZA,Factura,Pedido,19985
18008305,307.29,08/11/18,MANUEL ATIENZA,Factura,Pedido,18137
18008306,1253.67,08/11/18,MANUEL ATIENZA,Factura,Pedido,20155
18008307,653.14,08/11/18,MANUEL ATIENZA,Factura,Pedido,18358
18008308,191.30,08/11/18,MANUEL ATIENZA,Factura,Pedido,19415
18008309,272.28,08/11/18,MANUEL ATIENZA,Factura,Pedido,19091
18008310,240.59,08/11/18,MANUEL ATIENZA,Factura,Pedido,19835
18008311,151.91,08/11/18,MANUEL ATIENZA,Factura,Pedido,19947
18008312,4283.99,08/11/18,MANUEL ATIENZA,Factura,Pedido,18470
18008313,64.77,08/11/18,MANUEL ATIENZA,Factura,Pedido,19794
18008314,425.45,08/11/18,MANUEL ATIENZA,Factura,Pedido,19802
18008315,774.62,08/11/18,MANUEL ATIENZA,Factura,Pedido,16571
18008316,389.82,08/11/18,MANUEL ATIENZA,Factura,Pedido,18878
18008317,380.16,08/11/18,MANUEL ATIENZA,Factura,Pedido,18335
18008318,145.25,08/11/18,MANUEL ATIENZA,Factura,Pedido,16547
18008114,361.04,31/10/18,MANUEL ATIENZA,Factura,Pedido,18462
18008115,33.78,31/10/18,MANUEL ATIENZA,Factura,Pedido,20408
18008960,277.03,29/11/18,MANUEL ATIENZA,Factura,Pedido,18462
18008959,342.71,29/11/18,MANUEL ATIENZA,Factura,Pedido,16547
18008958,539.48,29/11/18,MANUEL ATIENZA,Factura,Pedido,18335
18008957,246.51,29/11/18,MANUEL ATIENZA,Factura,Pedido,16571
18008956,481.31,29/11/18,MANUEL ATIENZA,Factura,Pedido,19802
18008955,50.68,29/11/18,MANUEL ATIENZA,Factura,Pedido,18971
18008954,16.22,29/11/18,MANUEL ATIENZA,Factura,Pedido,19794
18008953,88.73,29/11/18,MANUEL ATIENZA,Factura,Pedido,19994
18008952,360.22,29/11/18,MANUEL ATIENZA,Factura,Pedido,18470
18008951,98.43,29/11/18,MANUEL ATIENZA,Factura,Pedido,19947
18008950,978.17,29/11/18,MANUEL ATIENZA,Factura,Pedido,16567
18006146,15.80,30/08/18,MANUEL ATIENZA,Factura,Pedido,19802
18001274,1032.75,22/02/18,MANUEL ATIENZA,Factura,Pedido,17445
18001275,87.95,22/02/18,MANUEL ATIENZA,Factura,Pedido,19420
18001276,397.99,22/02/18,MANUEL ATIENZA,Factura,Pedido,17826
18001277,34.28,22/02/18,MANUEL ATIENZA,Factura,Pedido,19705
18001278,535.44,22/02/18,MANUEL ATIENZA,Factura,Pedido,18069
18001279,2688.73,22/02/18,MANUEL ATIENZA,Factura,Pedido,18597
18001280,112.53,22/02/18,MANUEL ATIENZA,Factura,Pedido,19585
18001281,96.30,22/02/18,MANUEL ATIENZA,Factura,Pedido,19579
18001282,54.01,22/02/18,MANUEL ATIENZA,Factura,Pedido,18088
18001283,158.09,22/02/18,MANUEL ATIENZA,Factura,Pedido,18905
18001284,90.37,22/02/18,MANUEL ATIENZA,Factura,Pedido,16596
18001285,109.69,22/02/18,MANUEL ATIENZA,Factura,Pedido,18137
18001286,551.73,22/02/18,MANUEL ATIENZA,Factura,Pedido,20155
18001287,721.20,22/02/18,MANUEL ATIENZA,Factura,Pedido,18553
18005187,1050.27,19/07/18,MANUEL ATIENZA,Factura,Pedido,18462
18001153,450.00,20/02/18,MANUEL ATIENZA,Factura,Pedido,20576
18009013,959.44,04/12/18,MANUEL ATIENZA,Factura,Pedido,17418
18008089,110.68,31/10/18,MANUEL ATIENZA,Factura,Pedido,20207
18008090,78.91,31/10/18,MANUEL ATIENZA,Factura,Pedido,18018
18008091,213.28,31/10/18,MANUEL ATIENZA,Factura,Pedido,17445
18008092,580.17,31/10/18,MANUEL ATIENZA,Factura,Pedido,19420
18008093,324.04,31/10/18,MANUEL ATIENZA,Factura,Pedido,17826
18008094,53.84,31/10/18,MANUEL ATIENZA,Factura,Pedido,17170
18008095,24.14,31/10/18,MANUEL ATIENZA,Factura,Pedido,19705
18008096,32.84,31/10/18,MANUEL ATIENZA,Factura,Pedido,18069
18008097,15.12,31/10/18,MANUEL ATIENZA,Factura,Pedido,18597
18008098,147.63,31/10/18,MANUEL ATIENZA,Factura,Pedido,19579
18008099,1695.00,31/10/18,MANUEL ATIENZA,Factura,Pedido,19985
18008100,181.24,31/10/18,MANUEL ATIENZA,Factura,Pedido,18137
18008101,188.80,31/10/18,MANUEL ATIENZA,Factura,Pedido,20155
18008102,12.53,31/10/18,MANUEL ATIENZA,Factura,Pedido,18310
18008103,382.40,31/10/18,MANUEL ATIENZA,Factura,Pedido,18358
18008104,68.94,31/10/18,MANUEL ATIENZA,Factura,Pedido,20124
18008105,18.16,31/10/18,MANUEL ATIENZA,Factura,Pedido,16567
18008106,1867.38,31/10/18,MANUEL ATIENZA,Factura,Pedido,18470
18008107,76.56,31/10/18,MANUEL ATIENZA,Factura,Pedido,15507
18008108,478.40,31/10/18,MANUEL ATIENZA,Factura,Pedido,19794
18008109,647.12,31/10/18,MANUEL ATIENZA,Factura,Pedido,19802
18008110,766.47,31/10/18,MANUEL ATIENZA,Factura,Pedido,20140
18008111,244.39,31/10/18,MANUEL ATIENZA,Factura,Pedido,16571
18008112,196.84,31/10/18,MANUEL ATIENZA,Factura,Pedido,16547
18008113,57.35,31/10/18,MANUEL ATIENZA,Factura,Pedido,17281
18001294,154.64,22/02/18,MANUEL ATIENZA,Factura,Pedido,16567
18001295,13.52,22/02/18,MANUEL ATIENZA,Factura,Pedido,16645
18001296,293.11,22/02/18,MANUEL ATIENZA,Factura,Pedido,19794
18001297,573.94,22/02/18,MANUEL ATIENZA,Factura,Pedido,19802
18001298,188.88,22/02/18,MANUEL ATIENZA,Factura,Pedido,16571
18001299,152.21,22/02/18,MANUEL ATIENZA,Factura,Pedido,18335
18001300,129.10,22/02/18,MANUEL ATIENZA,Factura,Pedido,16547
18001301,285.87,22/02/18,MANUEL ATIENZA,Factura,Pedido,19620
18001302,556.39,22/02/18,MANUEL ATIENZA,Factura,Pedido,19574
18001303,494.21,22/02/18,MANUEL ATIENZA,Factura,Pedido,18462
18001304,517.54,22/02/18,MANUEL ATIENZA,Factura,Pedido,20408
18008154,47.18,05/11/18,MANUEL ATIENZA,Factura,Pedido,20616
18008228,244.47,08/11/18,MANUEL ATIENZA,Factura,Pedido,20616
18008949,653.95,29/11/18,MANUEL ATIENZA,Factura,Pedido,17880
18008948,73.50,29/11/18,MANUEL ATIENZA,Factura,Pedido,19091
18008947,1140.03,29/11/18,MANUEL ATIENZA,Factura,Pedido,18358
18008946,594.04,29/11/18,MANUEL ATIENZA,Factura,Pedido,18310
18008945,485.55,29/11/18,MANUEL ATIENZA,Factura,Pedido,20155
18008944,1693.58,29/11/18,MANUEL ATIENZA,Factura,Pedido,18137
18008943,235.33,29/11/18,MANUEL ATIENZA,Factura,Pedido,19985
18008942,355.72,29/11/18,MANUEL ATIENZA,Factura,Pedido,16596
18008941,1515.58,29/11/18,MANUEL ATIENZA,Factura,Pedido,18905
18008940,349.82,29/11/18,MANUEL ATIENZA,Factura,Pedido,19579
18008939,2201.58,29/11/18,MANUEL ATIENZA,Factura,Pedido,18597
18008938,1271.32,29/11/18,MANUEL ATIENZA,Factura,Pedido,18069
18008937,73.62,29/11/18,MANUEL ATIENZA,Factura,Pedido,20398
18008936,347.24,29/11/18,MANUEL ATIENZA,Factura,Pedido,19705
18008935,107.05,29/11/18,MANUEL ATIENZA,Factura,Pedido,17170
18001288,539.75,22/02/18,MANUEL ATIENZA,Factura,Pedido,18310
18002493,177.96,12/04/18,MANUEL ATIENZA,Factura,Pedido,20408
18002492,361.58,12/04/18,MANUEL ATIENZA,Factura,Pedido,18462
18002491,207.89,12/04/18,MANUEL ATIENZA,Factura,Pedido,16547
18002490,2192.15,12/04/18,MANUEL ATIENZA,Factura,Pedido,18335
18002489,135.67,12/04/18,MANUEL ATIENZA,Factura,Pedido,16571
18002488,523.56,12/04/18,MANUEL ATIENZA,Factura,Pedido,19802
18002487,449.64,12/04/18,MANUEL ATIENZA,Factura,Pedido,19794
18002486,217.13,12/04/18,MANUEL ATIENZA,Factura,Pedido,18470
18002485,593.60,12/04/18,MANUEL ATIENZA,Factura,Pedido,19381
18002484,205.37,12/04/18,MANUEL ATIENZA,Factura,Pedido,17880
18002483,59.61,12/04/18,MANUEL ATIENZA,Factura,Pedido,20124
18002482,713.13,12/04/18,MANUEL ATIENZA,Factura,Pedido,19415
18002481,535.20,12/04/18,MANUEL ATIENZA,Factura,Pedido,18358
18002480,77.81,12/04/18,MANUEL ATIENZA,Factura,Pedido,18310
18002479,298.35,12/04/18,MANUEL ATIENZA,Factura,Pedido,20155
18002478,27.39,12/04/18,MANUEL ATIENZA,Factura,Pedido,16596
18002477,178.98,12/04/18,MANUEL ATIENZA,Factura,Pedido,19579
18002476,423.93,12/04/18,MANUEL ATIENZA,Factura,Pedido,18597
18002475,390.98,12/04/18,MANUEL ATIENZA,Factura,Pedido,18069
18002474,453.10,12/04/18,MANUEL ATIENZA,Factura,Pedido,17826
18002473,1267.36,12/04/18,MANUEL ATIENZA,Factura,Pedido,17445
18002472,233.03,12/04/18,MANUEL ATIENZA,Factura,Pedido,18018
18001289,193.60,22/02/18,MANUEL ATIENZA,Factura,Pedido,18358
18001290,267.40,22/02/18,MANUEL ATIENZA,Factura,Pedido,19415
18001291,16.21,22/02/18,MANUEL ATIENZA,Factura,Pedido,20124
18001292,270.20,22/02/18,MANUEL ATIENZA,Factura,Pedido,17880
18001293,88.03,22/02/18,MANUEL ATIENZA,Factura,Pedido,19381
18001658,173.83,08/03/18,MANUEL ATIENZA,Factura,Pedido,18470
18001659,902.00,08/03/18,MANUEL ATIENZA,Factura,Pedido,19794
18001660,816.39,08/03/18,MANUEL ATIENZA,Factura,Pedido,19802
18001661,624.96,08/03/18,MANUEL ATIENZA,Factura,Pedido,16571
18001662,140.32,08/03/18,MANUEL ATIENZA,Factura,Pedido,18335
18001663,1446.84,08/03/18,MANUEL ATIENZA,Factura,Pedido,16547
18001664,11.68,08/03/18,MANUEL ATIENZA,Factura,Pedido,18462
18001869,169.92,15/03/18,MANUEL ATIENZA,Factura,Pedido,20408
18001868,23.84,15/03/18,MANUEL ATIENZA,Factura,Pedido,18462
18001867,75.76,15/03/18,MANUEL ATIENZA,Factura,Pedido,19574
18001866,41.57,15/03/18,MANUEL ATIENZA,Factura,Pedido,19620
18001865,175.36,15/03/18,MANUEL ATIENZA,Factura,Pedido,16547
18001864,341.64,15/03/18,MANUEL ATIENZA,Factura,Pedido,16571
18001863,811.23,15/03/18,MANUEL ATIENZA,Factura,Pedido,19802
18001862,977.18,15/03/18,MANUEL ATIENZA,Factura,Pedido,19794
18001861,10.93,15/03/18,MANUEL ATIENZA,Factura,Pedido,19994
18001860,162.33,15/03/18,MANUEL ATIENZA,Factura,Pedido,18470
18001859,418.29,15/03/18,MANUEL ATIENZA,Factura,Pedido,16645
18001858,249.87,15/03/18,MANUEL ATIENZA,Factura,Pedido,16567
18001857,133.86,15/03/18,MANUEL ATIENZA,Factura,Pedido,18944
18001856,1152.53,15/03/18,MANUEL ATIENZA,Factura,Pedido,19381
18001855,815.09,15/03/18,MANUEL ATIENZA,Factura,Pedido,17880
18001854,31.18,15/03/18,MANUEL ATIENZA,Factura,Pedido,20124
18001853,626.91,15/03/18,MANUEL ATIENZA,Factura,Pedido,18358
18001852,472.60,15/03/18,MANUEL ATIENZA,Factura,Pedido,20155
18001851,50.00,15/03/18,MANUEL ATIENZA,Factura,Pedido,17781
18001850,659.67,15/03/18,MANUEL ATIENZA,Factura,Pedido,18137
18001849,288.05,15/03/18,MANUEL ATIENZA,Factura,Pedido,16596
18008727,812.21,22/11/18,MANUEL ATIENZA,Factura,Pedido,18470
18008726,78.94,22/11/18,MANUEL ATIENZA,Factura,Pedido,16645
18008725,1392.67,22/11/18,MANUEL ATIENZA,Factura,Pedido,16567
18008724,68.21,22/11/18,MANUEL ATIENZA,Factura,Pedido,20124
18008723,771.69,22/11/18,MANUEL ATIENZA,Factura,Pedido,18358
18008722,255.46,22/11/18,MANUEL ATIENZA,Factura,Pedido,18310
18008721,912.24,22/11/18,MANUEL ATIENZA,Factura,Pedido,20155
18008720,750.06,22/11/18,MANUEL ATIENZA,Factura,Pedido,18137
18008719,25.62,22/11/18,MANUEL ATIENZA,Factura,Pedido,16596
18001639,699.84,08/03/18,MANUEL ATIENZA,Factura,Pedido,20207
18001640,136.14,08/03/18,MANUEL ATIENZA,Factura,Pedido,17445
18001641,82.95,08/03/18,MANUEL ATIENZA,Factura,Pedido,17826
18001642,102.85,08/03/18,MANUEL ATIENZA,Factura,Pedido,18400
18001643,31.21,08/03/18,MANUEL ATIENZA,Factura,Pedido,19705
18001644,12.87,08/03/18,MANUEL ATIENZA,Factura,Pedido,18069
18001645,144.02,08/03/18,MANUEL ATIENZA,Factura,Pedido,18597
18001646,83.12,08/03/18,MANUEL ATIENZA,Factura,Pedido,18088
18001647,371.03,08/03/18,MANUEL ATIENZA,Factura,Pedido,18137
18001648,182.61,08/03/18,MANUEL ATIENZA,Factura,Pedido,20155
18001649,109.56,08/03/18,MANUEL ATIENZA,Factura,Pedido,18553
18001650,137.39,08/03/18,MANUEL ATIENZA,Factura,Pedido,18310
18001651,282.67,08/03/18,MANUEL ATIENZA,Factura,Pedido,18358
18001652,399.14,08/03/18,MANUEL ATIENZA,Factura,Pedido,19415
18001653,13.26,08/03/18,MANUEL ATIENZA,Factura,Pedido,20124
18001654,46.51,08/03/18,MANUEL ATIENZA,Factura,Pedido,19091
18001655,1092.71,08/03/18,MANUEL ATIENZA,Factura,Pedido,17880
18001656,580.52,08/03/18,MANUEL ATIENZA,Factura,Pedido,19381
18001657,1092.71,08/03/18,MANUEL ATIENZA,Factura,Pedido,16567
18006260,118.77,30/08/18,MANUEL ATIENZA,Factura,Pedido,19415
18006259,1190.27,30/08/18,MANUEL ATIENZA,Factura,Pedido,18358
18006258,556.57,30/08/18,MANUEL ATIENZA,Factura,Pedido,18310
18006257,258.80,30/08/18,MANUEL ATIENZA,Factura,Pedido,20155
18006256,57.18,30/08/18,MANUEL ATIENZA,Factura,Pedido,19985
18006255,158.07,30/08/18,MANUEL ATIENZA,Factura,Pedido,16596
18006254,159.42,30/08/18,MANUEL ATIENZA,Factura,Pedido,18088
18006253,2043.52,30/08/18,MANUEL ATIENZA,Factura,Pedido,18069
18006252,18.44,30/08/18,MANUEL ATIENZA,Factura,Pedido,18784
18006251,77.40,30/08/18,MANUEL ATIENZA,Factura,Pedido,19705
18006250,7.82,30/08/18,MANUEL ATIENZA,Factura,Pedido,18400
18006249,654.07,30/08/18,MANUEL ATIENZA,Factura,Pedido,17445
